Geographic area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure
Sri Lanka,Youth population from 15 to 24,Male,2009,1619.028,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Male,2010,1612.072,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Male,2011,1614.919,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Male,2012,1621.148,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Male,2013,1625.239,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Male,2014,1629.341,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Male,2015,1635.525,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Male,2016,1642.668,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Male,2017,1647.964,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Male,2018,1654.058,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Male,2019,1661.907,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Male,2020,1671.877,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Male,2021,1684.997,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Male,2022,1701.68,Thousands,Persons
Sri Lanka,Youth population from 15 to 24,Male,2023,1718.827,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Female,2005,777.251,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Female,2006,800.181,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Female,2007,818.69,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Female,2008,833.149,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Female,2009,845.278,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Female,2010,854.492,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Female,2011,857.5,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Female,2012,855.717,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Female,2013,854.146,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Female,2014,852.418,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Female,2015,849.668,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Female,2016,848.197,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Female,2017,848.868,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Female,2018,850.612,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Female,2019,851.763,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Female,2020,852.858,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Female,2021,857.438,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Female,2022,865.415,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Female,2023,875.129,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Male,2005,758.86,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Male,2006,783.224,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Male,2007,803.792,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Male,2008,820.337,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Male,2009,834.432,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Male,2010,845.572,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Male,2011,850.543,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Male,2012,850.992,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Male,2013,851.875,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Male,2014,852.359,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Male,2015,853.457,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Male,2016,857.378,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Male,2017,863.198,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Male,2018,870.245,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Male,2019,876.586,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Male,2020,882.584,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Male,2021,891.921,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Male,2022,904.579,Thousands,Persons
Tajikistan,Youth population from 15 to 24,Male,2023,918.971,Thousands,Persons
Thailand,Youth population from 15 to 24,Female,2005,5228.855,Thousands,Persons
Thailand,Youth population from 15 to 24,Female,2006,5188.76,Thousands,Persons
Thailand,Youth population from 15 to 24,Female,2007,5125.703,Thousands,Persons
Thailand,Youth population from 15 to 24,Female,2008,5053.409,Thousands,Persons
Thailand,Youth population from 15 to 24,Female,2009,4990.216,Thousands,Persons
Thailand,Youth population from 15 to 24,Female,2010,4962.707,Thousands,Persons
Thailand,Youth population from 15 to 24,Female,2011,4971.718,Thousands,Persons
Thailand,Youth population from 15 to 24,Female,2012,4979.559,Thousands,Persons
Thailand,Youth population from 15 to 24,Female,2013,4963.398,Thousands,Persons
Thailand,Youth population from 15 to 24,Female,2014,4921.333,Thousands,Persons
Thailand,Youth population from 15 to 24,Female,2015,4859.604,Thousands,Persons
Thailand,Youth population from 15 to 24,Female,2016,4785.613,Thousands,Persons
Thailand,Youth population from 15 to 24,Female,2017,4708.087,Thousands,Persons
Thailand,Youth population from 15 to 24,Female,2018,4624.293,Thousands,Persons
Thailand,Youth population from 15 to 24,Female,2019,4533.538,Thousands,Persons
Thailand,Youth population from 15 to 24,Female,2020,4430.871,Thousands,Persons
Thailand,Youth population from 15 to 24,Female,2021,4315.86,Thousands,Persons
Thailand,Youth population from 15 to 24,Female,2022,4208.957,Thousands,Persons
Thailand,Youth population from 15 to 24,Female,2023,4127.211,Thousands,Persons
Thailand,Youth population from 15 to 24,Male,2005,5330.269,Thousands,Persons
Thailand,Youth population from 15 to 24,Male,2006,5296.983,Thousands,Persons
Thailand,Youth population from 15 to 24,Male,2007,5234.507,Thousands,Persons
Thailand,Youth population from 15 to 24,Male,2008,5158.014,Thousands,Persons
Thailand,Youth population from 15 to 24,Male,2009,5095.299,Thousands,Persons
Thailand,Youth population from 15 to 24,Male,2010,5081.717,Thousands,Persons
Thailand,Youth population from 15 to 24,Male,2011,5112.024,Thousands,Persons
Thailand,Youth population from 15 to 24,Male,2012,5141.688,Thousands,Persons
Thailand,Youth population from 15 to 24,Male,2013,5148.128,Thousands,Persons
Thailand,Youth population from 15 to 24,Male,2014,5124.677,Thousands,Persons
Thailand,Youth population from 15 to 24,Male,2015,5073.623,Thousands,Persons
Thailand,Youth population from 15 to 24,Male,2016,5007.55,Thousands,Persons
Thailand,Youth population from 15 to 24,Male,2017,4937.627,Thousands,Persons
Thailand,Youth population from 15 to 24,Male,2018,4860.094,Thousands,Persons
Thailand,Youth population from 15 to 24,Male,2019,4774.51,Thousands,Persons
Thailand,Youth population from 15 to 24,Male,2020,4674.287,Thousands,Persons
Thailand,Youth population from 15 to 24,Male,2021,4559.206,Thousands,Persons
Thailand,Youth population from 15 to 24,Male,2022,4450.185,Thousands,Persons
Thailand,Youth population from 15 to 24,Male,2023,4364.603,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Female,2005,525.893,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Female,2006,538.62,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Female,2007,549.518,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Female,2008,558.415,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Female,2009,564.23,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Female,2010,565.894,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Female,2011,563.379,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Female,2012,557.757,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Female,2013,550.333,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Female,2014,541.349,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Female,2015,531.818,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Female,2016,522.371,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Female,2017,512.25,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Female,2018,502.207,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Female,2019,493.797,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Female,2020,488.349,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Female,2021,486.292,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Female,2022,487.277,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Female,2023,491.464,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Male,2005,524.26,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Male,2006,539.716,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Male,2007,553.453,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Male,2008,565.381,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Male,2009,574.258,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Male,2010,578.977,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Male,2011,579.537,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Male,2012,576.779,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Male,2013,571.975,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Male,2014,564.144,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Male,2015,554.388,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Male,2016,544.758,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Male,2017,534.477,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Male,2018,524.319,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Male,2019,515.887,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Male,2020,510.539,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Male,2021,508.728,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Male,2022,510.108,Thousands,Persons
Turkmenistan,Youth population from 15 to 24,Male,2023,514.847,Thousands,Persons
Türkiye,Youth population from 15 to 24,Female,2005,6315.756,Thousands,Persons
Türkiye,Youth population from 15 to 24,Female,2006,6324.405,Thousands,Persons
Türkiye,Youth population from 15 to 24,Female,2007,6325.217,Thousands,Persons
Türkiye,Youth population from 15 to 24,Female,2008,6326.038,Thousands,Persons
Türkiye,Youth population from 15 to 24,Female,2009,6342.733,Thousands,Persons
Türkiye,Youth population from 15 to 24,Female,2010,6373.309,Thousands,Persons
Türkiye,Youth population from 15 to 24,Female,2011,6412.118,Thousands,Persons
Türkiye,Youth population from 15 to 24,Female,2012,6471.38,Thousands,Persons
Türkiye,Youth population from 15 to 24,Female,2013,6548.928,Thousands,Persons
Türkiye,Youth population from 15 to 24,Female,2014,6644.682,Thousands,Persons
Türkiye,Youth population from 15 to 24,Female,2015,6718.713,Thousands,Persons
Türkiye,Youth population from 15 to 24,Female,2016,6761.255,Thousands,Persons
Türkiye,Youth population from 15 to 24,Female,2017,6738.044,Thousands,Persons
Türkiye,Youth population from 15 to 24,Female,2018,6632.481,Thousands,Persons
Türkiye,Youth population from 15 to 24,Female,2019,6522.31,Thousands,Persons
Türkiye,Youth population from 15 to 24,Female,2020,6436.565,Thousands,Persons
Türkiye,Youth population from 15 to 24,Female,2021,6370.119,Thousands,Persons
Türkiye,Youth population from 15 to 24,Female,2022,6291.066,Thousands,Persons
Türkiye,Youth population from 15 to 24,Female,2023,6203.047,Thousands,Persons
Türkiye,Youth population from 15 to 24,Male,2005,6592.312,Thousands,Persons
Türkiye,Youth population from 15 to 24,Male,2006,6606.691,Thousands,Persons
Türkiye,Youth population from 15 to 24,Male,2007,6612.533,Thousands,Persons
Türkiye,Youth population from 15 to 24,Male,2008,6617.629,Thousands,Persons
Türkiye,Youth population from 15 to 24,Male,2009,6637.148,Thousands,Persons
Türkiye,Youth population from 15 to 24,Male,2010,6669.632,Thousands,Persons
Türkiye,Youth population from 15 to 24,Male,2011,6711.262,Thousands,Persons
Türkiye,Youth population from 15 to 24,Male,2012,6773.445,Thousands,Persons
Türkiye,Youth population from 15 to 24,Male,2013,6853.282,Thousands,Persons
Türkiye,Youth population from 15 to 24,Male,2014,6950.1,Thousands,Persons
Türkiye,Youth population from 15 to 24,Male,2015,7026.016,Thousands,Persons
Türkiye,Youth population from 15 to 24,Male,2016,7072.335,Thousands,Persons
Türkiye,Youth population from 15 to 24,Male,2017,7055.713,Thousands,Persons
Türkiye,Youth population from 15 to 24,Male,2018,6959.056,Thousands,Persons
Türkiye,Youth population from 15 to 24,Male,2019,6856.471,Thousands,Persons
Türkiye,Youth population from 15 to 24,Male,2020,6776.201,Thousands,Persons
Türkiye,Youth population from 15 to 24,Male,2021,6712.777,Thousands,Persons
Türkiye,Youth population from 15 to 24,Male,2022,6635.9,Thousands,Persons
Türkiye,Youth population from 15 to 24,Male,2023,6549.426,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Female,2005,300.587,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Female,2006,357.686,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Female,2007,455.415,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Female,2008,560.699,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Female,2009,637.327,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Female,2010,644.383,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Female,2011,605.737,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Female,2012,568.122,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Female,2013,530.65,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Female,2014,493.075,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Female,2015,455.716,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Female,2016,419.291,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Female,2017,384.729,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Female,2018,353.171,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Female,2019,326.253,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Female,2020,307.421,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Female,2021,298.966,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Female,2022,307.122,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Female,2023,328.807,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Male,2005,497.622,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Male,2006,686.618,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Male,2007,1013.696,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Male,2008,1356.812,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Male,2009,1588.547,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Male,2010,1579.791,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Male,2011,1434.765,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Male,2012,1324.761,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Male,2013,1243.762,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Male,2014,1182.825,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Male,2015,1131.012,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Male,2016,1077.551,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Male,2017,1014.686,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Male,2018,938.778,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Male,2019,850.347,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Male,2020,738.843,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Male,2021,621.198,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Male,2022,557.003,Thousands,Persons
United Arab Emirates,Youth population from 15 to 24,Male,2023,536.724,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Female,2005,2799.412,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Female,2006,2870.064,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Female,2007,2936.328,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Female,2008,2991.055,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Female,2009,3029.883,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Female,2010,3052.046,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Female,2011,3056.159,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Female,2012,3041.756,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Female,2013,3012.34,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Female,2014,2970.711,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Female,2015,2917.008,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Female,2016,2852.501,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Female,2017,2784.992,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Female,2018,2717.3,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Female,2019,2653.441,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Female,2020,2599.952,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Female,2021,2562.057,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Female,2022,2550.05,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Female,2023,2569.043,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Male,2005,2921.028,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Male,2006,2997.961,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Male,2007,3070.053,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Male,2008,3129.336,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Male,2009,3171.697,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Male,2010,3196.119,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Male,2011,3200.474,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Male,2012,3184.51,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Male,2013,3152.416,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Male,2014,3107.494,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Male,2015,3050.137,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Male,2016,2980.936,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Male,2017,2907.827,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Male,2018,2834.545,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Male,2019,2765.036,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Male,2020,2707.97,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Male,2021,2669.776,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Male,2022,2660.485,Thousands,Persons
Uzbekistan,Youth population from 15 to 24,Male,2023,2685.086,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Female,2005,8279.935,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Female,2006,8298.664,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Female,2007,8303.484,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Female,2008,8290.037,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Female,2009,8266.061,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Female,2010,8221.371,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Female,2011,8134.183,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Female,2012,8012.252,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Female,2013,7865.574,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Female,2014,7699.405,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Female,2015,7524.735,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Female,2016,7347.875,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Female,2017,7179.471,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Female,2018,7026.681,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Female,2019,6898.192,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Female,2020,6805.033,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Female,2021,6741.939,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Female,2022,6698.046,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Female,2023,6673.204,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Male,2005,8341.974,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Male,2006,8341.188,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Male,2007,8334.097,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Male,2008,8316.621,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Male,2009,8300.728,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Male,2010,8276.329,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Male,2011,8215.826,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Male,2012,8124.438,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Male,2013,8010.168,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Male,2014,7875.967,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Male,2015,7730.869,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Male,2016,7580.409,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Male,2017,7435.489,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Male,2018,7304.792,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Male,2019,7198.663,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Male,2020,7130.17,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Male,2021,7094.803,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Male,2022,7080.255,Thousands,Persons
Viet Nam,Youth population from 15 to 24,Male,2023,7084.575,Thousands,Persons
,,,,,,
